url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,processed_review_text,sentiment,sentiment_rating
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",Milton,Verificar la lista de tallas,Muy bonitos lastima que llegaron súper grandes en realidad no son 23 cm,4.0,True,Reviewed in Mexico on 4 July 2021,,5bfb2f91-fd45-5528-a4a8-cb0a1ec1cc42,24/12/2021 02:26:31,muy bonitos lastima que llegaron súper grandes en realidad son 23 cm,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",Eduardo,Más bonitos que en la fotografía,"Están precioosos, aunque son tenis idealmente para niños, se los regale a mi hermana de 34 años y le quedaron a la perfección.  Estoy muy contento con la compra.",5.0,True,Reviewed in Mexico on 26 April 2021,One person found this helpful,265c5dfd-3696-5989-9ea1-ee5396201ce6,24/12/2021 02:26:31,están precioosos aunque son tenis idealmente para niños se los regale mi hermana de 34 años le quedaron la perfección estoy muy contento con la compra,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",segundo fernandez baez,excelente,"me gustan los tens para mi hij, gracias",5.0,True,Reviewed in Mexico on 16 January 2021,One person found this helpful,8879d68e-7517-50e0-86a7-10a1b5e5f490,24/12/2021 02:26:31,gustan los tens para mi hij gracias,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",Compraelmau,Excelentes,Bonitos. De muy buena calidad.,5.0,True,Reviewed in Mexico on 24 June 2021,,1299eff0-9f37-59ce-a4e4-be9f13976337,24/12/2021 02:26:31,bonitos de muy buena calidad,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",robert,Ganga,Hermosos en verdad,5.0,True,Reviewed in Mexico on 13 April 2021,One person found this helpful,b23e0a29-7595-5bc8-8af6-7a520d4ec643,24/12/2021 02:26:31,hermosos en verdad,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",Cliente de Amazon,Hermosos,Bien. Número exacto,5.0,True,Reviewed in Mexico on 3 July 2021,,570017a4-64d0-5095-8bf8-60ccc6ce9297,24/12/2021 02:26:31,bien número exacto,neutral,3
https://www.amazon.co.uk/dp/B07PGPMYHB,"New Balance Girl's Iconic 574 V1 Lace-Up Sneaker, Clear Amethyst, 5 Wide Big Kid",Klara R,Excelente producto,Me gustó bien sellado original,5.0,True,Reviewed in Mexico on 9 December 2020,One person found this helpful,46ba374e-3eb8-5c04-857f-095b84f2297f,24/12/2021 02:26:31,gustó bien sellado original,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Brandon Peck,Wrong size sent,"They sent the wrong size, product description was misleading",1.0,True,Reviewed in Canada on 10 January 2020,,f5a681b3-4054-55d0-84a9-a9a21340318f,24/12/2021 02:26:31,sent wrong size product description misleading,negative,1
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",8333897389,👍,"Buenos, un poco pequeños",5.0,True,Reviewed in Mexico on 3 June 2020,,63fd9a0a-b9db-564a-96e5-b45a52ee964c,24/12/2021 02:26:31,buenos un poco pequeños,neutral,3
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Susan D. Bloomfield,Shipper followed up.,Like the shoes...received within 2 days...,5.0,True,Reviewed in Canada on 8 April 2019,,1879c489-91b0-5f2d-8da7-2ad0f2cf35cb,24/12/2021 02:26:31,like shoes received within 2 days,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Allan Clarke,Uncomfortable and stiff fitting shoe,"I have worn New Balance shoes for 10+ years now.  I started with New Balance WX1011 and WX1012 Cross trainers for tennis based on recommendation from my local New Balance specialty shop.  WX 1011 and 1012 were light weight mesh, flexible with good lateral support and soles that were not too stiff.  As a replacement shoe, New Balance recommended this 966v3 shoe. This is one of the most uncomfortable shoes I have tried on.  It is stiff, it presses across the toes and causes pain and the soles are too thick and stiff for quick movement on the tennis court.",1.0,True,Reviewed in the United States on 13 November 2018,7 people found this helpful,e2b19f5e-fa12-5f50-b30c-090587dc7da2,24/12/2021 02:26:31,worn new balance shoes years started new balance wx1011 wx1012 cross trainers tennis based recommendation local new balance specialty shop wx 1011 1012 light weight mesh flexible good lateral support soles stiff replacement shoe new balance recommended 966v3 shoe one uncomfortable shoes tried stiff presses across toes causes pain soles thick stiff quick movement tennis court,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Mare Gee,Good overall fit,"Comfortable fit except for the area at the top lace hole. It is very stiff and rests on the inner ankle bone which causes rubbing and discomfort. Tried tieing at a lower hole but still rubs. Once I figure out how to alleviate this problem I will be happy. Hope in time, it will loosen up.",3.0,True,Reviewed in the United States on 18 November 2018,5 people found this helpful,76fb7091-dba9-5646-8fe1-d34e640ddead,24/12/2021 02:26:31,comfortable fit except area top lace hole stiff rests inner ankle bone causes rubbing discomfort tried tieing lower hole still rubs figure alleviate problem happy hope time loosen,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Frank Sesso,Small shoes that pinch in the forefoot,"As mentioned by others, these shoes not only run small but they pinch in the forefoot. Also, the ""fit and finish"" of these shoes is highly disappointing -  the way the tongue is sewn into the shoe leaves a lot to be desired and the extra fabric inside the shoe rubs your feet. Finally, the plastic edge where the lace holes sit is extremely rigid and this same plastic edge also affects the front of your foot when tied.Am definitely returning and looking for a better solution.",2.0,True,Reviewed in the United States on 11 March 2020,One person found this helpful,386d51d9-61b1-5f8c-aaa8-3c1717e80e1f,24/12/2021 02:26:31,mentioned others shoes run small pinch forefoot also fit finish shoes highly disappointing way tongue sewn shoe leaves lot desired extra fabric inside shoe rubs feet finally plastic edge lace holes sit extremely rigid plastic edge also affects front foot definitely returning looking better solution,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",creativemommy,Not Good,"These are very uncomfortable sneakers.  I bought them a while  ago and thought they just needed more time to break in.  Months later, still feel stiff, heavy, and has some plastic pieces that dig in some spots.  Will have to get rid of these.",1.0,True,Reviewed in the United States on 3 January 2021,One person found this helpful,99456b4b-0b16-551a-8e84-92d07cea6615,24/12/2021 02:26:31,uncomfortable sneakers bought ago thought needed time break months later still feel stiff heavy plastic pieces dig spots get rid,negative,1
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Amazon Customer,Sizing,I loved the colors but sizing runs small. I wear a size 11 normally and was trying to find a wider pair of shoes. These are very tight on my foot and I’m hoping they stretch out a bit when worn in.,4.0,True,Reviewed in the United States on 31 December 2018,4 people found this helpful,87efb709-b62f-59c1-b56d-5cea1e9fa2ba,24/12/2021 02:26:31,loved colors sizing runs small wear size 11 normally trying find wider pair shoes tight foot hoping stretch bit worn,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Amazon Customer,Width not as advertised.,"When I ordered these, the website said 6.5 Medium but at checkout it said 6.5 D. I called Amazon & they said these were 6.5 Medium. They arrived & the box said 6.5 D. That’s too wide for me so I returned them. I have other New Balance tennis shoes that are 6.5B. I’m grateful shipping & return were free. Nice looking shoe.",1.0,True,Reviewed in the United States on 20 May 2019,2 people found this helpful,1929ed28-9619-5f93-92c8-8b29e19044fd,24/12/2021 02:26:31,ordered website said medium checkout said called amazon said medium arrived box said wide returned new balance tennis shoes grateful shipping return free nice looking shoe,positive,5
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Torie,Very hard fit,Still battle with fit. Also the black is glittering which looks strange. NO arch support,1.0,True,Reviewed in the United States on 15 January 2019,4 people found this helpful,76e40925-7ad0-557f-8211-0ad2585b4cb6,24/12/2021 02:26:31,still battle fit also black glittering looks strange arch support,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Chendu,Not original Product. How people giving positive rating? might be kind of cheating.,"it is not original product, Replica of New Balance shoe..I really wonder and so very about India, why this much cheating and corruption happening India.I can see some places of shoe no stitches. Some place of shoe not sticked with glue very very very pooor product.",1.0,True,Reviewed in India on 21 October 2019,5 people found this helpful,40b9cf04-8274-5e2b-b443-6394cbe4fcbb,24/12/2021 02:26:31,original product replica new balance shoe really wonder india much cheating corruption happening see places shoe stitches place shoe sticked glue pooor product,negative,1
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Rajesh K Shah,Shoe quality not upto mark,"New balance is a recognized brand for sports shoes, this particular shoe is branded as running shoes. I had purchased this shoe in 18 Dec 2020 & I am not able to use it anymore, due to the damage to the heel area. Within 2 months of use the area near my toe got damaged & I had to get leather patch glued to it (from inside) to prevent further damage (clearly visible on both shoes).Within 4 months heel support area got worn out (refer picture) causing pain in heel.For the price, this shoe should have lasted 2 years, but it did not last 4 months.I run / walk average of 5 to 8 km daily, normally my shoes last over 5 years, but I was expecting this shoe to last at least 2 years.",1.0,True,Reviewed in India on 7 May 2021,,95eef36f-878a-5eac-9ddc-f3476147aef1,24/12/2021 02:26:31,new balance recognized brand sports shoes particular shoe branded running shoes purchased shoe 18 dec 2020 able use anymore due damage heel area within 2 months use area near toe got damaged get leather patch glued inside prevent damage clearly visible shoes 4 months heel support area got worn refer picture causing pain price shoe lasted 2 years last 4 run walk average 5 8 km daily normally shoes last 5 years expecting shoe last least 2 years,negative,1
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Piyush,Do not buy this,The got this shoe for just 1100 however the quality was not very good and fitting was also very tight. The inside sole and upper of shoe doesn't feel to be of high quality and looks like it won't last longer than 3-4 months. After seeing the shoe i returned it and would not recommend you to buy this particular shoe from New Balance.,3.0,True,Reviewed in India on 23 January 2020,,e327dcc5-79b0-5bcf-9331-6b9dbf9c56d2,24/12/2021 02:26:31,got shoe 1100 however quality good fitting also tight inside sole upper shoe feel high quality looks like wo last longer months seeing shoe returned would recommend buy particular shoe new balance,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Pranav,U Get What U Pay For,"You get what u pay for. Decent for the price. Very basic shoe. If you want a neutral shoe which u can use for commute as sneaker and use it for ocassional short distance run then it might suit u. Cushioning is provided by fresh foam which is decent but not as plush. Not much of a tech goes into it. Like it doesn't have hard plate in mid sole which keeps ur midfoot stable or say solid heel lock is missing. No extra layers of protection, in terms of cushioning in the sole. Laces are just basic. Build quality is ok but not great. Not suitable for broad feet. Decent but I think Asics Gel Nimbus and Mizuno Waverider are miles ahead of it in terms of neutral road running shoe. Waverider 19 is still the most value for money product here in India. Gel Nimbus are bit expensive. If u still wanna stuck with NB better look for Fresh Foam 1080 V or 880 V.",2.0,True,Reviewed in India on 23 October 2019,,24c2d355-07ce-5159-96fc-c620048a1f15,24/12/2021 02:26:31,get u pay decent price basic shoe want neutral shoe u use commute sneaker use ocassional short distance run might suit cushioning provided fresh foam decent plush much tech goes like hard plate mid sole keeps ur midfoot stable say solid heel lock missing extra layers protection terms cushioning sole laces basic build quality ok great suitable broad feet decent think asics gel nimbus mizuno waverider miles ahead terms neutral road running shoe waverider 19 still value money product india gel nimbus bit expensive u still wan na stuck nb better look fresh foam 1080 v 880 v,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Narender ,the best of New Balance!,"Fitting is perfect (i have ordered one size up). Light weight but the sole and quality of the product is good. Thanks amazon for the surprising offer, i am glad that i got this pair at a comparatively low price for this quality product.best for walking and running, it looks very stylish, we can use them as the casual wear too. After all it is NB it would fit for any duty..",5.0,True,Reviewed in India on 20 May 2020,One person found this helpful,4ef343a7-897a-5031-8bde-5253cc903e3f,24/12/2021 02:26:31,fitting perfect ordered one size light weight sole quality product good thanks amazon surprising offer glad got pair comparatively low price quality walking running looks stylish use casual wear nb would fit duty,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Abhi,Worth buying..At this prize,Initially..I was fooled by description that product need to be bought one size larger...But eventually 9 UK is 9.5 US so..Buy ur own size..Ran 5 km with it on first day..Comfortable..1000 skipping in one go..Comfortable..Only one test left..HOW LONG IT LAST..??Good product.,5.0,True,Reviewed in India on 14 October 2019,3 people found this helpful,bb20fc88-868a-5503-a684-b85046292e2a,24/12/2021 02:26:31,initially fooled description product need bought one size larger eventually 9 uk us buy ur size ran 5 km first day comfortable 1000 skipping one go comfortable one test left long last good product,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Ileana,muy bien,"estan hermosos y la gamusa es muy suave y se ven increibles, muy muy comodos y color y precio excelente. lo malo es que con el paso del tiempo se ensucian mucho, hay que tener cuidado con este tipo de tenis",5.0,True,Reviewed in Mexico on 27 May 2021,,77fc91d0-17ef-5f4e-9b0e-846d1096839f,24/12/2021 02:26:31,estan hermosos la gamusa es muy suave se ven increibles muy muy comodos color precio excelente lo malo es que con el paso del tiempo se ensucian mucho hay que tener cuidado con este tipo de tenis,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Antonio Núñez,En ninguna parte de la información/descripción aclaran que es TAMAÑO WIDE,Vender un zapato tamaño wide sin aclararlo me parece un engaño. Era para deshacerse de sus saldos? Mínimo ofrezcan un precio acorde en todo caso.El tenis sería excelente si su tamaño fuese normal.,1.0,True,Reviewed in Mexico on 27 October 2021,,f6305ea9-58aa-507a-92e1-9aec1a74e966,24/12/2021 02:26:31,vender un zapato tamaño wide sin aclararlo parece un engaño era para deshacerse de sus saldos mínimo ofrezcan un precio acorde en todo tenis sería excelente si su tamaño fuese normal,negative,1
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Frederic St-Pierre,Is this really 4E??,"Got these in 12, 4E as I have large feet. Usually, new balance fits me properly in 6E, but I thought I would give these a try to see. Man, these are made SMALL. Another pair of New Balance which I bought at the same time fit decently, these would not even get on my foot.",3.0,True,Reviewed in Canada on 14 June 2019,,46844d12-1002-55cd-acf0-07453cab1ea7,24/12/2021 02:26:31,got 12 4e large feet usually new balance fits properly 6e thought would give try see man made small another pair new balance bought time fit decently would even get foot,positive,5
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Sergio R Guevara,Ligeros y comodos,"Padrisimos y muy cómodoPara correr, soy más rápidoCon estos tenis, los siento muy ligeros y en carreras de 5 a 10 km me funcionan muy bien",5.0,True,Reviewed in Mexico on 27 September 2020,,54311f49-9542-5aa4-9b44-3498cc2ec951,24/12/2021 02:26:31,padrisimos muy cómodopara correr soy más rápidocon estos tenis los siento muy ligeros en carreras de 5 10 km funcionan muy bien,neutral,3
https://www.amazon.co.uk/dp/B08V5RVYWB,"MARCO TOZZI Women's 2-2-83701-27 Sneaker, Cognac Comb, 4.5 UK",Amazon Kunde,Sieht besser in echt aus als auf dem Bild,"Sehr schöner brauner Sneaker. Passt sehr gut und sieht nicht zu groß aus. Kann den Schuh nur weiter empfehlen, sieht sogar in echt besser aus die Farbe als auf jedem Foto. Würde ich wieder kaufen. Preis-Leistungs-Verhältnis ist TOP!!!",5.0,True,Reviewed in Germany on 4 November 2021,,1ac158a1-c0cb-5c7d-9aa1-a772a8e12ee9,24/12/2021 02:26:32,sehr schöner brauner sneaker passt sehr gut und sieht nicht zu groß aus kann den schuh nur weiter empfehlen sieht sogar echt besser aus die farbe als auf jedem foto würde ich wieder kaufen ist top,negative,1
https://www.amazon.co.uk/dp/B08V5RVYWB,"MARCO TOZZI Women's 2-2-83701-27 Sneaker, Cognac Comb, 4.5 UK",Susann Töpel,Toller Schuh!,"Ganz schick,weich und bequem. Easy anzuziehen durch den seitlichen Reißverschluss. Guter Preis.",5.0,True,Reviewed in Germany on 17 November 2021,,f63ac74e-9eaa-5687-8f16-f15d0ab03a2a,24/12/2021 02:26:32,ganz schick weich und bequem easy anzuziehen durch den seitlichen reißverschluss guter preis,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Carlos Van Dyk,Duros,"Son unos tenis muy bonitos tuve que compramos de nuevo en una tienda por qué no me llegaron los que yo pedí y tuve que devolverlos y decidí buscarlos en una tienda Adidas y al probármelos me di cuanta que estaban muy duros no sentí al boots como le mencionan que son muy cómodos en verdad pagar más de 2,000 pesos por unos tenis con poco confort no vale la pena solo te venden la vista de unos tenis pero no los recomiendo",3.0,True,Reviewed in Mexico on 29 October 2021,,6617288f-372f-5917-b9fc-f74119757ce8,24/12/2021 02:26:32,son unos tenis muy bonitos tuve que compramos de nuevo en una tienda por qué llegaron los que yo pedí tuve que devolverlos decidí buscarlos en una tienda adidas al probármelos di cuanta que estaban muy duros sentí al boots como le mencionan que son muy cómodos en verdad pagar más de pesos por unos tenis con poco confort vale la pena solo te venden la vista de unos tenis pero los recomiendo,neutral,3
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Domingo Torres,Excelente,Muy cómodos. Excelente compra. De lo mejor que he tenido adidasA considerar que siendo de tela se ensucian muy rapido y no es fácil limpiarlos,5.0,True,Reviewed in Mexico on 29 June 2020,,48a5d1a0-263c-5c81-8410-44347ba961bf,24/12/2021 02:26:32,muy cómodos excelente compra de lo mejor que tenido adidasa considerar que siendo de tela se ensucian muy rapido es fácil limpiarlos,neutral,3
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Oliver King,Good shoe,"Great solid shoe. Tight around the heel/Achilles initially, but gets better after some wear.",5.0,True,Reviewed in Australia on 14 December 2020,,5889c3a8-c6d1-5f33-aa9d-7cd6caf819e8,24/12/2021 02:26:32,great solid shoe tight around initially gets better wear,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Christine Scott,Great shoe,I have a very high arch and the shoes take the pressure and pain away when I play tennis. This is my second pair in two years and I love them,5.0,True,Reviewed in Canada on 5 August 2021,,4c178ab7-b413-50cd-a9d4-f1f727c8eb46,24/12/2021 02:26:32,high arch shoes take pressure pain away play tennis second pair two years love,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Amazon Customer,Too small,They were way too thin on my feet,1.0,True,Reviewed in Canada on 10 September 2020,,0ec6ccbe-2468-5c79-ad67-50e7c31d9e65,24/12/2021 02:26:32,way thin feet,neutral,3
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,T. Scott,Poorly uneven fit.,"Maybe it’s just this color way but the fit is TERRIBLE. It’s tight mid-foot because of some band on the top but it’s actually loose in the toe box. When shoes fit this bad, I just can not recommend them for anything. Not for basketball, not for working out, not even for walking. Adidas is a great brand but they made a mistake with these shoes. I can only see them working if you have overly narrow feet and you size down them.",1.0,True,Reviewed in the United States on 30 September 2019,3 people found this helpful,409a2d4d-d871-50e8-a834-092294687324,24/12/2021 02:26:32,maybe color way fit terrible tight band top actually loose toe box shoes fit bad recommend anything basketball working even walking adidas great brand made mistake shoes see working overly narrow feet size,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Steven C Williams,almost zero cushioning- what you see is not what you get,"First, these are good looking shoes, they fit pretty well, and the sole has pretty good grip.  What is extremely disappointing is the cushioning level.  What you see on the side of the shoe is not at all what is actually in the sole cushion.  I was looking forward to the Boost cushioning.  Instead, what you get appears to be less than a 1/4 inch of cushioning.  After playing a few games on a hard court, my knees were extremely sore.  All the cushioning you see around the heel is window dressing.  I would not recommend to anyone who values their joints.",1.0,True,Reviewed in the United States on 29 June 2020,2 people found this helpful,8f9eec09-f4f6-532a-88d8-16d11ad228de,24/12/2021 02:26:32,first good looking shoes fit pretty well sole pretty good grip extremely disappointing cushioning level see side shoe actually sole cushion looking forward boost cushioning instead get appears less inch cushioning playing games hard court knees extremely sore cushioning see around heel window dressing would recommend anyone values joints,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,k@p,Great Cushioning & My New Favorite!,"These shoes are awesome and are my new favorites. The Adidas ""boost"" on these are the best cushion I've ever felt to date. They feel really good when walking or running because you can feel the energy returned to your feet from the boost cushion. I want these shoes in a couple of different color-ways and the 3/4 or high top versions. I like the various different textiles/textures. The thick collar around the ankle & achilles looks kinda weird, but I'm used to it & like it now. Kudos to the design team, I would love to see how this shoe was made & put together. 👍🏾👍🏾😎✌🏿",4.0,True,Reviewed in the United States on 17 October 2020,,fedaa665-dea2-5d8f-84c7-517d5067c8b1,24/12/2021 02:26:32,shoes awesome new favorites adidas boost best cushion ever felt date feel really good walking running feel energy returned feet boost cushion want shoes couple different high top versions like various different thick collar around ankle achilles looks kinda weird used like kudos design team would love see shoe made put together,positive,5
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,PB,Beautiful Sneaker but impossibly narrow.,I have worn a 10 D my whole life. These shoes were so narrow I could not get my feet in them. Unless you have a narrow foot I would advise against them,3.0,True,Reviewed in the United States on 18 July 2021,One person found this helpful,52db9c3e-3dd9-51a1-ba7e-938b3da0a52e,24/12/2021 02:26:32,worn 10 whole life shoes narrow could get feet unless narrow foot would advise,negative,1
https://www.amazon.co.uk/dp/B07D9N4PQ2,adidas Mens Marquee Boost Low White Size: 10.5 UK,Jason F.,look elsewhere. Adidas no help,gots no soul...grip too slick on indoor courts after only 4-5 wears.  The cushioning is pretty decent but shoes are worthless due to the slickness.  Adidas support was no help other than to suggest giving to a friend. I'm offering it to my enemies instead.  Going back to Nike.,1.0,True,Reviewed in the United States on 21 November 2019,2 people found this helpful,18c90245-618b-5610-b2a7-8b472afc3479,24/12/2021 02:26:32,gots soul grip slick indoor courts wears cushioning pretty decent shoes worthless due slickness adidas support help suggest giving friend offering enemies instead going back nike,positive,5
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Monserrat,Son muy cómodos,"Son super cómodos y bonitos, no vienen amplios asi que pidan pantalla correcta en mi caso fue 23 y medio, y me quedaron muy bien, los colores son muy bonitos y variados, excelente producto 👍",5.0,True,Reviewed in Mexico on 1 June 2021,One person found this helpful,e435d4f4-8703-5819-9f8d-4e1b1c2ce731,24/12/2021 02:26:32,son super cómodos bonitos vienen amplios asi que pidan pantalla correcta en mi caso fue 23 medio quedaron muy bien los colores son muy bonitos variados excelente producto,positive,5
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Daniela,Excelente,"Llegaron un día antes y todo bien, la talla es la habitual, todo muy bien",5.0,True,Reviewed in Mexico on 12 May 2021,,535237b6-1c00-5dfc-bf3b-58d0c7886f98,24/12/2021 02:26:32,llegaron un día antes todo bien la talla es la habitual todo muy bien,neutral,3
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Melissa Filiatrault,Je les adore  je suis super contente !,"Bonne grandeur , bien emballé dans la boîte et super confortables",5.0,True,Reviewed in Canada on 16 May 2021,One person found this helpful,ca2b80d0-03b6-5971-8884-4ffc1e801fc8,24/12/2021 02:26:32,bonne grandeur bien emballé dans la boîte et super confortables,positive,5
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Sonia p,Justo lo que esperaba,Son perfectos tal y cual color como en la imagen,5.0,True,Reviewed in Mexico on 14 June 2021,,b206b2f3-122e-572d-a9b9-8b536be5e25c,24/12/2021 02:26:32,son perfectos tal cual color como en la imagen,neutral,3
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Amazon Customer,Súper satisfecha,Están súper hermosas  me quedar perfecta 🤩 volveré a comprar otras 😊,5.0,True,Reviewed in the United States on 14 April 2021,One person found this helpful,0b454017-7473-52bd-a8bc-333b6a7af682,24/12/2021 02:26:32,están súper hermosas quedar perfecta volveré comprar otras,positive,5
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Paula Jaramillo,"No me llegaron en la fecha estimada, pero al menos me llegaron! Muchas gracias",Me quedaron muy bien Gracias!,5.0,True,Reviewed in the United States on 12 May 2021,2 people found this helpful,9e0ec9b9-b9e0-5548-8847-6246349c8189,24/12/2021 02:26:32,quedaron muy bien gracias,neutral,3
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",joyce s.,Hermosas zapatillas,Me encanto son bellas y rápido el envío recomiendo 100 por ciento,5.0,True,Reviewed in the United States on 23 May 2021,,1ee569ac-fd9a-5df0-9940-dac7fb26eb5e,24/12/2021 02:26:32,encanto son bellas rápido el envío recomiendo 100 por ciento,neutral,3
https://www.amazon.co.uk/dp/B08R61DD9K,"GUESS Women's 668 Sneaker, New Blushing, 4.5 UK",Isett Ruiz,"Lo hermoso,económico y cómodos",Me encantó!!!,5.0,True,Reviewed in the United States on 14 September 2021,,678472a1-de43-5218-8623-a565e7496c78,24/12/2021 02:26:32,encantó,neutral,3
https://www.amazon.co.uk/dp/B07V8ZSDVH,"Superfit Girls’ Merida Trainers, Purple (LILA 90), 12.5 UK",c.r.,Sehr schöner und bequemer Schuh,"Sehr schöner Schuh in einem schicken altrosa! Passt perfekt, meine Tochter findet ihn super bequem, gibt nichts zu meckern!",5.0,True,Reviewed in Germany on 30 April 2020,One person found this helpful,e1753b30-21c7-5a0d-91da-e1aeec47153f,24/12/2021 02:26:33,sehr schöner schuh einem schicken altrosa passt perfekt meine tochter findet ihn super bequem gibt nichts zu meckern,positive,5
